,0,1,2,3
0,6.0,14.0,27.0,16.0
1,9.0,26.0,20.0,36.0
2,6.0,30.0,13.0,28.0
3,9.0,17.0,17.0,18.0
4,9.0,21.0,13.0,21.0
5,8.0,18.0,13.0,27.0
6,18.0,28.0,36.0,15.0
