,0,1,2,3
0,30.0,24.0,15.0,19.0
1,6.0,17.0,12.0,51.0
2,17.0,41.0,47.0,15.0
3,21.0,13.0,40.0,19.0
4,6.0,64.0,12.0,39.0
5,10.0,12.0,10.0,16.0
6,21.0,30.0,20.0,25.0
