,0,1,2,3
0,19.0,24.0,8.0,34.0
1,33.0,14.0,54.0,28.0
2,19.0,22.0,13.0,23.0
3,6.0,30.0,11.0,13.0
4,18.0,41.0,40.0,20.0
5,24.0,13.0,23.0,19.0
6,9.0,16.0,22.0,29.0
