,0,1,2,3
0,7.0,14.0,14.0,41.0
1,27.0,34.0,38.0,18.0
2,20.0,18.0,37.0,10.0
3,12.0,32.0,11.0,19.0
4,7.0,30.0,12.0,29.0
5,9.0,18.0,21.0,12.0
6,5.0,44.0,7.0,50.0
