,0,1,2,3
0,14.0,35.0,24.0,15.0
1,10.0,11.0,44.0,15.0
2,5.0,15.0,50.0,12.0
3,21.0,34.0,17.0,33.0
4,5.0,18.0,13.0,10.0
5,7.0,27.0,26.0,28.0
6,8.0,13.0,31.0,30.0
