,0,1,2,3
0,9.0,22.0,12.0,25.0
1,8.0,25.0,35.0,24.0
2,6.0,7.0,23.0,25.0
3,10.0,19.0,20.0,11.0
4,8.0,35.0,14.0,25.0
5,15.0,33.0,14.0,24.0
6,14.0,18.0,10.0,28.0
