,0,1,2,3
0,16.0,16.0,18.0,13.0
1,13.0,38.0,13.0,10.0
2,24.0,12.0,14.0,18.0
3,17.0,13.0,33.0,13.0
4,16.0,17.0,16.0,17.0
5,10.0,22.0,15.0,13.0
6,56.0,13.0,34.0,15.0
