,0,1,2,3
0,14.0,25.0,18.0,36.0
1,9.0,17.0,15.0,12.0
2,15.0,14.0,39.0,13.0
3,10.0,32.0,10.0,15.0
4,13.0,14.0,15.0,12.0
5,9.0,17.0,10.0,17.0
6,5.0,20.0,15.0,31.0
