,0,1,2,3
0,14.0,20.0,39.0,28.0
1,5.0,16.0,54.0,20.0
2,9.0,11.0,14.0,21.0
3,24.0,25.0,12.0,12.0
4,17.0,19.0,12.0,12.0
5,5.0,16.0,11.0,72.0
6,14.0,33.0,28.0,10.0
